paper_id,claim_id,table_figure,claim,claim_type,value_script,value_paper,match,value_rewrite,match_rewrite,holds,defect_locus,notes
coppock_green_porter_2022,ta1_m3_int_est,Table A.1,Table A.1 cell m3_int_est,pipeline,NA,-72.16,NA,-72.16113744075834,1,NA,NA,NA
coppock_green_porter_2022,ta1_m3_int_se,Table A.1,Table A.1 cell m3_int_se,pipeline,NA,37.75,NA,37.7464549050908,1,NA,NA,NA
coppock_green_porter_2022,ta1_m3_nclust,Table A.1,Table A.1 cell m3_nclust,pipeline,154,154,1,154,1,NA,NA,NA
coppock_green_porter_2022,ta1_m3_nobs,Table A.1,Table A.1 cell m3_nobs,pipeline,857,857,1,857,1,NA,NA,NA
coppock_green_porter_2022,ta1_m3_r2,Table A.1,Table A.1 cell m3_r2,pipeline,NA,0.01,NA,0.00535076791495769,1,NA,NA,NA
coppock_green_porter_2022,ta1_m3_tv1_est,Table A.1,Table A.1 cell m3_tv1_est,pipeline,18.066542846163777,18.07,1,18.066542846163777,1,NA,NA,NA
coppock_green_porter_2022,ta1_m3_tv1_se,Table A.1,Table A.1 cell m3_tv1_se,pipeline,53.36957704512563,53.37,1,53.36957704512563,1,NA,NA,NA
coppock_green_porter_2022,ta1_m3_tv2_est,Table A.1,Table A.1 cell m3_tv2_est,pipeline,77.45221725296497,77.45,1,77.45221725296497,1,NA,NA,NA
coppock_green_porter_2022,ta1_m3_tv2_se,Table A.1,Table A.1 cell m3_tv2_se,pipeline,84.914914470095,84.91,1,84.914914470095,1,NA,NA,NA
coppock_green_porter_2022,ta1_m4_int_est,Table A.1,Table A.1 cell m4_int_est,pipeline,NA,89.62,NA,89.62233220715076,1,NA,NA,NA
coppock_green_porter_2022,ta1_m4_int_se,Table A.1,Table A.1 cell m4_int_se,pipeline,NA,17.51,NA,17.50940958741884,1,NA,NA,NA
coppock_green_porter_2022,ta1_m4_m2012_est,Table A.1,Table A.1 cell m4_m2012_est,pipeline,NA,29.43,NA,29.43146612923162,1,NA,NA,NA
coppock_green_porter_2022,ta1_m4_m2012_se,Table A.1,Table A.1 cell m4_m2012_se,pipeline,NA,18.37,NA,18.36868483331929,1,NA,NA,NA
coppock_green_porter_2022,ta1_m4_m2014_est,Table A.1,Table A.1 cell m4_m2014_est,pipeline,NA,15.15,NA,15.15327942993692,1,NA,NA,NA
coppock_green_porter_2022,ta1_m4_m2014_se,Table A.1,Table A.1 cell m4_m2014_se,pipeline,NA,20.69,NA,20.692148413085153,1,NA,NA,NA
coppock_green_porter_2022,ta1_m4_m2016_est,Table A.1,Table A.1 cell m4_m2016_est,pipeline,NA,-60.47,NA,-60.47043171157949,1,NA,NA,NA
coppock_green_porter_2022,ta1_m4_m2016_se,Table A.1,Table A.1 cell m4_m2016_se,pipeline,NA,65.58,NA,65.57817505119627,1,NA,NA,NA
coppock_green_porter_2022,ta1_m4_nclust,Table A.1,Table A.1 cell m4_nclust,pipeline,154,154,1,154,1,NA,NA,NA
coppock_green_porter_2022,ta1_m4_nobs,Table A.1,Table A.1 cell m4_nobs,pipeline,857,857,1,857,1,NA,NA,NA
coppock_green_porter_2022,ta1_m4_r2,Table A.1,Table A.1 cell m4_r2,pipeline,NA,0.86,NA,0.8561524079671016,1,NA,NA,NA
coppock_green_porter_2022,ta1_m4_tv1_est,Table A.1,Table A.1 cell m4_tv1_est,pipeline,-14.522192596932932,-14.52,1,-14.522192596932932,1,NA,NA,NA
coppock_green_porter_2022,ta1_m4_tv1_se,Table A.1,Table A.1 cell m4_tv1_se,pipeline,21.94449045561022,21.94,1,21.94449045561022,1,NA,NA,NA
coppock_green_porter_2022,ta1_m4_tv2_est,Table A.1,Table A.1 cell m4_tv2_est,pipeline,26.70337066473266,26.70,1,26.70337066473266,1,NA,NA,NA
coppock_green_porter_2022,ta1_m4_tv2_se,Table A.1,Table A.1 cell m4_tv2_se,pipeline,22.81222828610203,22.81,1,22.81222828610203,1,NA,NA,NA
coppock_green_porter_2022,ta1_m4_x2012_est,Table A.1,Table A.1 cell m4_x2012_est,pipeline,NA,0.02,NA,0.02180547792195974,1,NA,NA,NA
coppock_green_porter_2022,ta1_m4_x2012_se,Table A.1,Table A.1 cell m4_x2012_se,pipeline,NA,0.06,NA,0.05591916995284426,1,NA,NA,NA
coppock_green_porter_2022,ta1_m4_x2014_est,Table A.1,Table A.1 cell m4_x2014_est,pipeline,NA,0.07,NA,0.06515851443584238,1,NA,NA,NA
coppock_green_porter_2022,ta1_m4_x2014_se,Table A.1,Table A.1 cell m4_x2014_se,pipeline,NA,0.04,NA,0.03864357527608896,1,NA,NA,NA
coppock_green_porter_2022,ta1_m4_x2016_est,Table A.1,Table A.1 cell m4_x2016_est,pipeline,NA,0.73,NA,0.7344357593070239,1,NA,NA,NA
coppock_green_porter_2022,ta1_m4_x2016_se,Table A.1,Table A.1 cell m4_x2016_se,pipeline,NA,0.04,NA,0.039361695761248,1,NA,NA,NA
coppock_green_porter_2022,ta2_m1_any_est,Table A.2,Table A.2 cell m1_any_est,pipeline,-23.591594487116556,-23.59,1,-23.591594487116556,1,NA,NA,NA
coppock_green_porter_2022,ta2_m1_any_se,Table A.2,Table A.2 cell m1_any_se,pipeline,103.35115006129978,103.35,1,103.35115006129978,1,NA,NA,NA
coppock_green_porter_2022,ta2_m1_int_est,Table A.2,Table A.2 cell m1_int_est,pipeline,NA,1348.33,NA,1348.3341232227483,1,NA,NA,NA
coppock_green_porter_2022,ta2_m1_int_se,Table A.2,Table A.2 cell m1_int_se,pipeline,NA,69.36,NA,69.35703033405497,1,NA,NA,NA
coppock_green_porter_2022,ta2_m1_nclust,Table A.2,Table A.2 cell m1_nclust,pipeline,NA,154,NA,154,1,NA,NA,NA
coppock_green_porter_2022,ta2_m1_nobs,Table A.2,Table A.2 cell m1_nobs,pipeline,857,857,1,857,1,NA,NA,NA
coppock_green_porter_2022,ta2_m1_r2,Table A.2,Table A.2 cell m1_r2,pipeline,NA,0.00,NA,1.4418493929069243e-4,1,NA,NA,NA
coppock_green_porter_2022,ta2_m2_any_est,Table A.2,Table A.2 cell m2_any_est,pipeline,10.186389960237149,10.19,1,10.186389960237149,1,NA,NA,NA
coppock_green_porter_2022,ta2_m2_any_se,Table A.2,Table A.2 cell m2_any_se,pipeline,23.67650930379425,23.68,1,23.67650930379425,1,NA,NA,NA
coppock_green_porter_2022,ta2_m2_int_est,Table A.2,Table A.2 cell m2_int_est,pipeline,NA,42.55,NA,42.550778798918856,1,NA,NA,NA
coppock_green_porter_2022,ta2_m2_int_se,Table A.2,Table A.2 cell m2_int_se,pipeline,NA,48.37,NA,48.37354327770107,1,NA,NA,NA
coppock_green_porter_2022,ta2_m2_m2012_est,Table A.2,Table A.2 cell m2_m2012_est,pipeline,NA,-66.11,NA,-66.11410331552163,1,NA,NA,NA
coppock_green_porter_2022,ta2_m2_m2012_se,Table A.2,Table A.2 cell m2_m2012_se,pipeline,NA,49.82,NA,49.820541435511906,1,NA,NA,NA
coppock_green_porter_2022,ta2_m2_m2014_est,Table A.2,Table A.2 cell m2_m2014_est,pipeline,NA,-8.21,NA,-8.213650883533408,1,NA,NA,NA
coppock_green_porter_2022,ta2_m2_m2014_se,Table A.2,Table A.2 cell m2_m2014_se,pipeline,NA,36.72,NA,36.723072868190215,1,NA,NA,NA
coppock_green_porter_2022,ta2_m2_m2016_est,Table A.2,Table A.2 cell m2_m2016_est,pipeline,NA,858.20,NA,858.1963707085789,1,NA,NA,NA
coppock_green_porter_2022,ta2_m2_m2016_se,Table A.2,Table A.2 cell m2_m2016_se,pipeline,NA,124.46,NA,124.45820769949566,1,NA,NA,NA
coppock_green_porter_2022,ta2_m2_nclust,Table A.2,Table A.2 cell m2_nclust,pipeline,NA,154,NA,154,1,NA,NA,NA
coppock_green_porter_2022,ta2_m2_nobs,Table A.2,Table A.2 cell m2_nobs,pipeline,857,857,1,857,1,NA,NA,NA
coppock_green_porter_2022,ta2_m2_r2,Table A.2,Table A.2 cell m2_r2,pipeline,NA,0.91,NA,0.9060310213863484,1,NA,NA,NA
coppock_green_porter_2022,ta2_m2_x2012_est,Table A.2,Table A.2 cell m2_x2012_est,pipeline,NA,-0.00,NA,-0.0046186689251092,1,NA,NA,NA
coppock_green_porter_2022,ta2_m2_x2012_se,Table A.2,Table A.2 cell m2_x2012_se,pipeline,NA,0.04,NA,0.03537227320002428,1,NA,NA,NA
coppock_green_porter_2022,ta2_m2_x2014_est,Table A.2,Table A.2 cell m2_x2014_est,pipeline,NA,0.02,NA,0.0198285061312846,1,NA,NA,NA
coppock_green_porter_2022,ta2_m2_x2014_se,Table A.2,Table A.2 cell m2_x2014_se,pipeline,NA,0.02,NA,0.02437197410273155,1,NA,NA,NA
coppock_green_porter_2022,ta2_m2_x2016_est,Table A.2,Table A.2 cell m2_x2016_est,pipeline,NA,0.87,NA,0.8711731484738563,1,NA,NA,NA
coppock_green_porter_2022,ta2_m2_x2016_se,Table A.2,Table A.2 cell m2_x2016_se,pipeline,NA,0.02,NA,0.02096986573047609,1,NA,NA,NA
coppock_green_porter_2022,ta2_m3_int_est,Table A.2,Table A.2 cell m3_int_est,pipeline,NA,1348.33,NA,1348.3341232227483,1,NA,NA,NA
coppock_green_porter_2022,ta2_m3_int_se,Table A.2,Table A.2 cell m3_int_se,pipeline,NA,69.36,NA,69.35703033405503,1,NA,NA,NA
coppock_green_porter_2022,ta2_m3_nclust,Table A.2,Table A.2 cell m3_nclust,pipeline,NA,154,NA,154,1,NA,NA,NA
coppock_green_porter_2022,ta2_m3_nobs,Table A.2,Table A.2 cell m3_nobs,pipeline,857,857,1,857,1,NA,NA,NA
coppock_green_porter_2022,ta2_m3_r2,Table A.2,Table A.2 cell m3_r2,pipeline,NA,0.00,NA,0.00477841727708161,1,NA,NA,NA
coppock_green_porter_2022,ta2_m3_tv1_est,Table A.2,Table A.2 cell m3_tv1_est,pipeline,-115.5233124119383,-115.52,1,-115.5233124119383,1,NA,NA,NA
coppock_green_porter_2022,ta2_m3_tv1_se,Table A.2,Table A.2 cell m3_tv1_se,pipeline,140.9333352820469,140.93,1,140.9333352820469,1,NA,NA,NA
coppock_green_porter_2022,ta2_m3_tv2_est,Table A.2,Table A.2 cell m3_tv2_est,pipeline,72.22456222326072,72.22,1,72.22456222326072,1,NA,NA,NA
coppock_green_porter_2022,ta2_m3_tv2_se,Table A.2,Table A.2 cell m3_tv2_se,pipeline,112.05587295378326,112.06,1,112.05587295378326,1,NA,NA,NA
coppock_green_porter_2022,ta2_m4_int_est,Table A.2,Table A.2 cell m4_int_est,pipeline,NA,41.89,NA,41.89024322425242,1,NA,NA,NA
coppock_green_porter_2022,ta2_m4_int_se,Table A.2,Table A.2 cell m4_int_se,pipeline,NA,47.81,NA,47.80857340484046,1,NA,NA,NA
coppock_green_porter_2022,ta2_m4_m2012_est,Table A.2,Table A.2 cell m4_m2012_est,pipeline,NA,-65.34,NA,-65.34446918447024,1,NA,NA,NA
coppock_green_porter_2022,ta2_m4_m2012_se,Table A.2,Table A.2 cell m4_m2012_se,pipeline,NA,48.82,NA,48.82359245532777,1,NA,NA,NA
coppock_green_porter_2022,ta2_m4_m2014_est,Table A.2,Table A.2 cell m4_m2014_est,pipeline,NA,-9.20,NA,-9.197284926964096,1,NA,NA,NA
coppock_green_porter_2022,ta2_m4_m2014_se,Table A.2,Table A.2 cell m4_m2014_se,pipeline,NA,36.16,NA,36.15671155944108,1,NA,NA,NA
coppock_green_porter_2022,ta2_m4_m2016_est,Table A.2,Table A.2 cell m4_m2016_est,pipeline,NA,857.18,NA,857.1803012536847,1,NA,NA,NA
coppock_green_porter_2022,ta2_m4_m2016_se,Table A.2,Table A.2 cell m4_m2016_se,pipeline,NA,123.83,NA,123.8339333603292,1,NA,NA,NA
coppock_green_porter_2022,ta2_m4_nclust,Table A.2,Table A.2 cell m4_nclust,pipeline,NA,154,NA,154,1,NA,NA,NA
coppock_green_porter_2022,ta2_m4_nobs,Table A.2,Table A.2 cell m4_nobs,pipeline,857,857,1,857,1,NA,NA,NA
coppock_green_porter_2022,ta2_m4_r2,Table A.2,Table A.2 cell m4_r2,pipeline,NA,0.91,NA,0.9060453034328192,1,NA,NA,NA
coppock_green_porter_2022,ta2_m4_tv1_est,Table A.2,Table A.2 cell m4_tv1_est,pipeline,15.632883176789813,15.63,1,15.632883176789813,1,NA,NA,NA
coppock_green_porter_2022,ta2_m4_tv1_se,Table A.2,Table A.2 cell m4_tv1_se,pipeline,29.013936367844305,29.01,1,29.013936367844305,1,NA,NA,NA
coppock_green_porter_2022,ta2_m4_tv2_est,Table A.2,Table A.2 cell m4_tv2_est,pipeline,4.978948376139224,4.98,1,4.978948376139224,1,NA,NA,NA
coppock_green_porter_2022,ta2_m4_tv2_se,Table A.2,Table A.2 cell m4_tv2_se,pipeline,28.28167314961479,28.28,1,28.28167314961479,1,NA,NA,NA
coppock_green_porter_2022,ta2_m4_x2012_est,Table A.2,Table A.2 cell m4_x2012_est,pipeline,NA,-0.00,NA,-0.00490926461099961,1,NA,NA,NA
coppock_green_porter_2022,ta2_m4_x2012_se,Table A.2,Table A.2 cell m4_x2012_se,pipeline,NA,0.04,NA,0.03568486692614172,1,NA,NA,NA
coppock_green_porter_2022,ta2_m4_x2014_est,Table A.2,Table A.2 cell m4_x2014_est,pipeline,NA,0.02,NA,0.01986345759708549,1,NA,NA,NA
coppock_green_porter_2022,ta2_m4_x2014_se,Table A.2,Table A.2 cell m4_x2014_se,pipeline,NA,0.02,NA,0.02436426749612527,1,NA,NA,NA
coppock_green_porter_2022,ta2_m4_x2016_est,Table A.2,Table A.2 cell m4_x2016_est,pipeline,NA,0.87,NA,0.871523026111797,1,NA,NA,NA
coppock_green_porter_2022,ta2_m4_x2016_se,Table A.2,Table A.2 cell m4_x2016_se,pipeline,NA,0.02,NA,0.02112775875481496,1,NA,NA,NA
coppock_green_porter_2022,tb3_m1_any_est,Table B.3,Table B.3 cell m1_any_est,pipeline,0.00424102545744664,51.94,0,0.00424102545744664,0,NA,paper_internal,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
coppock_green_porter_2022,tb3_m1_any_se,Table B.3,Table B.3 cell m1_any_se,pipeline,0.02171048858825918,55.15,0,0.02171048858825918,0,NA,paper_internal,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
coppock_green_porter_2022,tb3_m1_int_est,Table B.3,Table B.3 cell m1_int_est,pipeline,NA,-126.10,NA,0.4805410733673358,0,NA,paper_internal,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
coppock_green_porter_2022,tb3_m1_int_se,Table B.3,Table B.3 cell m1_int_se,pipeline,NA,64.62,NA,0.02284753119522624,0,NA,paper_internal,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
coppock_green_porter_2022,tb3_m1_nclust,Table B.3,Table B.3 cell m1_nclust,pipeline,NA,154,NA,154,1,NA,NA,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
coppock_green_porter_2022,tb3_m1_nobs,Table B.3,Table B.3 cell m1_nobs,pipeline,NA,857,NA,853,0,NA,paper_internal,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
coppock_green_porter_2022,tb3_m1_r2,Table B.3,Table B.3 cell m1_r2,pipeline,NA,0.06,NA,0.0420078591048475,0,NA,paper_internal,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
coppock_green_porter_2022,tb3_m2_any_est,Table B.3,Table B.3 cell m2_any_est,pipeline,-0.00179900361535011,3.62,0,-0.00179900361535011,0,NA,paper_internal,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
coppock_green_porter_2022,tb3_m2_any_se,Table B.3,Table B.3 cell m2_any_se,pipeline,0.00882331010534093,18.95,0,0.00882331010534093,0,NA,paper_internal,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
coppock_green_porter_2022,tb3_m2_int_est,Table B.3,Table B.3 cell m2_int_est,pipeline,NA,62.96,NA,0.0082692585442524,0,NA,paper_internal,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
coppock_green_porter_2022,tb3_m2_int_se,Table B.3,Table B.3 cell m2_int_se,pipeline,NA,19.54,NA,0.01228517463294699,0,NA,paper_internal,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
coppock_green_porter_2022,tb3_m2_m2012_est,Table B.3,Table B.3 cell m2_m2012_est,pipeline,NA,30.59,NA,5.469558672272175,0,NA,paper_internal,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
coppock_green_porter_2022,tb3_m2_m2012_se,Table B.3,Table B.3 cell m2_m2012_se,pipeline,NA,19.24,NA,2.990784419163976,0,NA,paper_internal,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
coppock_green_porter_2022,tb3_m2_m2014_est,Table B.3,Table B.3 cell m2_m2014_est,pipeline,NA,10.24,NA,12.801581849819792,0,NA,paper_internal,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
coppock_green_porter_2022,tb3_m2_m2014_se,Table B.3,Table B.3 cell m2_m2014_se,pipeline,NA,18.08,NA,5.740548037436434,0,NA,paper_internal,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
coppock_green_porter_2022,tb3_m2_m2016_est,Table B.3,Table B.3 cell m2_m2016_est,pipeline,NA,-76.80,NA,85.5648171402089,0,NA,paper_internal,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
coppock_green_porter_2022,tb3_m2_m2016_se,Table B.3,Table B.3 cell m2_m2016_se,pipeline,NA,68.68,NA,6.470946535628647,0,NA,paper_internal,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
coppock_green_porter_2022,tb3_m2_nclust,Table B.3,Table B.3 cell m2_nclust,pipeline,NA,154,NA,154,1,NA,NA,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
coppock_green_porter_2022,tb3_m2_nobs,Table B.3,Table B.3 cell m2_nobs,pipeline,NA,857,NA,853,0,NA,paper_internal,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
coppock_green_porter_2022,tb3_m2_r2,Table B.3,Table B.3 cell m2_r2,pipeline,NA,0.86,NA,0.8378296221381131,0,NA,paper_internal,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
coppock_green_porter_2022,tb3_m2_x2012_est,Table B.3,Table B.3 cell m2_x2012_est,pipeline,NA,0.03,NA,0.05484953136094138,0,NA,paper_internal,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
coppock_green_porter_2022,tb3_m2_x2012_se,Table B.3,Table B.3 cell m2_x2012_se,pipeline,NA,0.05,NA,0.03005662952592486,0,NA,paper_internal,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
coppock_green_porter_2022,tb3_m2_x2014_est,Table B.3,Table B.3 cell m2_x2014_est,pipeline,NA,0.05,NA,0.12871649356720538,0,NA,paper_internal,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
coppock_green_porter_2022,tb3_m2_x2014_se,Table B.3,Table B.3 cell m2_x2014_se,pipeline,NA,0.04,NA,0.0577099386274003,0,NA,paper_internal,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
coppock_green_porter_2022,tb3_m2_x2016_est,Table B.3,Table B.3 cell m2_x2016_est,pipeline,NA,0.74,NA,0.860576131168245,0,NA,paper_internal,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
coppock_green_porter_2022,tb3_m2_x2016_se,Table B.3,Table B.3 cell m2_x2016_se,pipeline,NA,0.04,NA,0.06504962510864067,0,NA,paper_internal,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
coppock_green_porter_2022,tb3_m3_int_est,Table B.3,Table B.3 cell m3_int_est,pipeline,NA,-127.86,NA,0.47885921217354266,0,NA,paper_internal,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
coppock_green_porter_2022,tb3_m3_int_se,Table B.3,Table B.3 cell m3_int_se,pipeline,NA,64.25,NA,0.02279299927612105,0,NA,paper_internal,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
coppock_green_porter_2022,tb3_m3_nclust,Table B.3,Table B.3 cell m3_nclust,pipeline,NA,154,NA,154,1,NA,NA,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
coppock_green_porter_2022,tb3_m3_nobs,Table B.3,Table B.3 cell m3_nobs,pipeline,NA,857,NA,853,0,NA,paper_internal,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
coppock_green_porter_2022,tb3_m3_r2,Table B.3,Table B.3 cell m3_r2,pipeline,NA,0.06,NA,0.04867558784031078,0,NA,paper_internal,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
coppock_green_porter_2022,tb3_m3_tv1_est,Table B.3,Table B.3 cell m3_tv1_est,pipeline,-0.01540767189425262,31.94,0,-0.01540767189425262,0,NA,paper_internal,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
coppock_green_porter_2022,tb3_m3_tv1_se,Table B.3,Table B.3 cell m3_tv1_se,pipeline,0.02444246906606207,53.25,0,0.02444246906606207,0,NA,paper_internal,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
coppock_green_porter_2022,tb3_m3_tv2_est,Table B.3,Table B.3 cell m3_tv2_est,pipeline,0.02350049426000227,71.72,0,0.02350049426000227,0,NA,paper_internal,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
coppock_green_porter_2022,tb3_m3_tv2_se,Table B.3,Table B.3 cell m3_tv2_se,pipeline,0.0272377971422544,80.34,0,0.0272377971422544,0,NA,paper_internal,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
coppock_green_porter_2022,tb3_m4_int_est,Table B.3,Table B.3 cell m4_int_est,pipeline,NA,61.80,NA,0.00884342563628767,0,NA,paper_internal,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
coppock_green_porter_2022,tb3_m4_int_se,Table B.3,Table B.3 cell m4_int_se,pipeline,NA,19.75,NA,0.0126877551985673,0,NA,paper_internal,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
coppock_green_porter_2022,tb3_m4_m2012_est,Table B.3,Table B.3 cell m4_m2012_est,pipeline,NA,26.69,NA,5.42543416337572,0,NA,paper_internal,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
coppock_green_porter_2022,tb3_m4_m2012_se,Table B.3,Table B.3 cell m4_m2012_se,pipeline,NA,19.45,NA,3.0439819563941737,0,NA,paper_internal,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
coppock_green_porter_2022,tb3_m4_m2014_est,Table B.3,Table B.3 cell m4_m2014_est,pipeline,NA,15.22,NA,12.684141834843343,0,NA,paper_internal,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
coppock_green_porter_2022,tb3_m4_m2014_se,Table B.3,Table B.3 cell m4_m2014_se,pipeline,NA,18.50,NA,5.919734646319222,0,NA,paper_internal,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
coppock_green_porter_2022,tb3_m4_m2016_est,Table B.3,Table B.3 cell m4_m2016_est,pipeline,NA,-73.27,NA,85.5855929932182,0,NA,paper_internal,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
coppock_green_porter_2022,tb3_m4_m2016_se,Table B.3,Table B.3 cell m4_m2016_se,pipeline,NA,64.05,NA,6.543554008972877,0,NA,paper_internal,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
coppock_green_porter_2022,tb3_m4_nclust,Table B.3,Table B.3 cell m4_nclust,pipeline,NA,154,NA,154,1,NA,NA,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
coppock_green_porter_2022,tb3_m4_nobs,Table B.3,Table B.3 cell m4_nobs,pipeline,NA,857,NA,853,0,NA,paper_internal,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
coppock_green_porter_2022,tb3_m4_r2,Table B.3,Table B.3 cell m4_r2,pipeline,NA,0.86,NA,0.837897282229852,0,NA,paper_internal,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
coppock_green_porter_2022,tb3_m4_tv1_est,Table B.3,Table B.3 cell m4_tv1_est,pipeline,-0.00388299268233914,-21.37,0,-0.00388299268233914,0,NA,paper_internal,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
coppock_green_porter_2022,tb3_m4_tv1_se,Table B.3,Table B.3 cell m4_tv1_se,pipeline,0.01156632152205259,22.62,0,0.01156632152205259,0,NA,paper_internal,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
coppock_green_porter_2022,tb3_m4_tv2_est,Table B.3,Table B.3 cell m4_tv2_est,pipeline,1.0737788774877615e-4,26.63,0,1.0737788774877615e-4,0,NA,paper_internal,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
coppock_green_porter_2022,tb3_m4_tv2_se,Table B.3,Table B.3 cell m4_tv2_se,pipeline,0.00994055780639916,22.79,0,0.00994055780639916,0,NA,paper_internal,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
coppock_green_porter_2022,tb3_m4_x2012_est,Table B.3,Table B.3 cell m4_x2012_est,pipeline,NA,0.02,NA,0.05440910281981367,0,NA,paper_internal,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
coppock_green_porter_2022,tb3_m4_x2012_se,Table B.3,Table B.3 cell m4_x2012_se,pipeline,NA,0.05,NA,0.03058942756309801,0,NA,paper_internal,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
coppock_green_porter_2022,tb3_m4_x2014_est,Table B.3,Table B.3 cell m4_x2014_est,pipeline,NA,0.05,NA,0.12753178505407495,0,NA,paper_internal,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
coppock_green_porter_2022,tb3_m4_x2014_se,Table B.3,Table B.3 cell m4_x2014_se,pipeline,NA,0.04,NA,0.05951742348206402,0,NA,paper_internal,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
coppock_green_porter_2022,tb3_m4_x2016_est,Table B.3,Table B.3 cell m4_x2016_est,pipeline,NA,0.74,NA,0.8607826963057996,0,NA,paper_internal,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
coppock_green_porter_2022,tb3_m4_x2016_se,Table B.3,Table B.3 cell m4_x2016_se,pipeline,NA,0.04,NA,0.06577769003139478,0,NA,paper_internal,"Published Table B.3 reprints Table B.4, so every cell beneath the vote share caption is a vote margin cell"
coppock_green_porter_2022,tb4_m1_any_est,Table B.4,Table B.4 cell m1_any_est,pipeline,51.94003608999533,51.94,1,51.94003608999533,1,NA,NA,NA
coppock_green_porter_2022,tb4_m1_any_se,Table B.4,Table B.4 cell m1_any_se,pipeline,55.15257829619377,55.15,1,55.15257829619377,1,NA,NA,NA
